Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
878,paxil,1,Moderately Effective,Severe Side Effects,depression,overall more at ease mantally was the only true benefit I felt.,"I was sweating all the time, also loss of appetite and sex drive. Uncomfortable in my skin. Constipation. Horrible to stop taking. Very hard to lessen the dosage and not feel like I was shaking out of my skin. Very edgy, trembles.",I was being treated for adult rheumatic fever with antibiotics and steroids and paxil.  I had a very hard time coming off of the paxil and I was very uncomfortable on it. The mental benefit was not worth the physical detriment.,"['overall', 'ease', 'wa', 'true', 'benefit', 'felt']","['wa', 'sweating', 'time', 'also', 'loss', 'appetite', 'sex', 'drive', 'uncomfortable', 'skin', 'constipation', 'horrible', 'stop', 'taking', 'hard', 'lessen', 'dosage', 'feel', 'like', 'wa', 'shaking', 'skin']","['wa', 'treated', 'adult', 'fever', 'antibiotic', 'steroid', 'paxil', 'hard', 'time', 'coming', 'paxil', 'wa', 'uncomfortable', 'mental', 'benefit', 'wa', 'worth', 'physical']"
1541,vagifem,8,Considerably Effective,Mild Side Effects,postmenopausal vaginal atrophy,"Took all the terrible pain burning throbbing swelling paper cuts and constant

Urination and pressure felt like id been hit inside was sore all the time even with out sex it was there constant pain around my Vaginal opening like a burn or sratch and inside too my genitals inner labia and clitoral hood have shrunk 

Ive been postmeno for 15 years Sex became almost normal except for entering

Id say it worked 95% some days and 100% others","Not much BUT after 9 months my original symptoms seem to be returning

Not slowly its happend almost overnight and I have no idea why?",I took 1 every night for 3 weeks then every second night for 2 weeks then one twice a week,"['took', 'terrible', 'pain', 'burning', 'swelling', 'cut', 'constant', 'urination', 'pressure', 'felt', 'like', 'hit', 'inside', 'wa', 'sore', 'time', 'even', 'sex', 'wa', 'constant', 'pain', 'around', 'vaginal', 'like', 'burn', 'inside', '15', 'year', 'sex', 'became', 'almost', 'normal', 'except', 'say', 'worked', '95', 'day', '100', 'others']","['much', '9', 'month', 'original', 'symptom', 'seem', 'returning', 'slowly', 'almost', 'idea']","['took', '1', 'every', 'night', '3', 'week', 'every', 'second', 'night', '2', 'week', 'one', 'twice', 'week']"
1770,citalopram,8,Highly Effective,Moderate Side Effects,depression,"Alleviation of mild depression, effective progressively after 3 weeks of start. Removal of anxiety.","Slight skin irritation, temporary. Dulling of mental activity, feeling of no concern regarding important subjects. Eventually feeling the drug was inhibiting overall life progress.","20mg daily for 3 months, taken as one pill each evening

10mg daily subsequently for 6 months.","['alleviation', 'mild', 'depression', 'effective', '3', 'week', 'start', 'removal', 'anxiety']","['slight', 'skin', 'irritation', 'temporary', 'mental', 'activity', 'feeling', 'concern', 'regarding', 'important', 'eventually', 'feeling', 'drug', 'wa', 'overall', 'life']","['20mg', 'daily', '3', 'month', 'taken', 'one', 'pill', 'evening', '10mg', 'daily', 'subsequently', '6', 'month']"
1386,benzaclin,8,Highly Effective,Mild Side Effects,acne,,,,['nan'],['nan'],['nan']
3118,ortho-tri-cyclen,5,Considerably Effective,Severe Side Effects,regulate periods,When I first began taking the pill my periods were regulated and I did not cramp nearly as much.,"Bloating/weight gain, swollen hands/ankles, unable to wear contact lenses, decreased sex drive, moodiness, depression, breast enlargenment, headaches, diarrhea... the list goes on and on.","Since I have finally found out that bcp have been causing me so many problems I have decided to d/c use of them. The pill worked for the past 4 years, but the last 4 have been unbearable! I am quitting bcp ASAP!","['first', 'began', 'taking', 'pill', 'period', 'regulated', 'cramp', 'nearly', 'much']","['bloating', 'weight', 'gain', 'swollen', 'hand', 'ankle', 'unable', 'wear', 'contact', 'decreased', 'sex', 'drive', 'moodiness', 'depression', 'breast', 'headache', 'diarrhea', 'list', 'go']","['since', 'finally', 'found', 'causing', 'many', 'problem', 'decided', 'c', 'use', 'pill', 'worked', 'past', '4', 'year', 'last', '4', 'unbearable', 'quitting', 'soon', 'possible']"
3864,levoxyl,8,Considerably Effective,Mild Side Effects,hypothyroidism,"Treatment benefits are stabilized thyroid.  Was having a weight issue, and with a blood test it was determined that the thyroid gland was ""sluggish"".  I was very exhausted also and it has helped somewhat with fatigue.",dosing is extremely important as it takes many blood tests to determine correct dosage.  Not having the dosage quite right will basically result in the same symptoms that you are having issues with.  I have suffered basically no significant side effects other than that.,"Pill is taken early in the morning on an empty stomach.  It is basically prescription iodine as hypothyroidism is basically an iodine deficiency.  Symptoms that I experienced were basically weight gain and extreme fatigue.  It's taken awhile to get the dosage correct, and after switching pharmacies and getting a different drug manufactured by another company, I feel that maybe another blood test is necessary to confirm that the new pills are as effective as the others I had been taking for 5 years.","['treatment', 'benefit', 'stabilized', 'thyroid', 'wa', 'weight', 'issue', 'blood', 'test', 'wa', 'thyroid', 'gland', 'wa', 'wa', 'exhausted', 'also', 'ha', 'helped', 'somewhat', 'fatigue']","['dosing', 'extremely', 'important', 'take', 'many', 'blood', 'test', 'determine', 'dosage', 'dosage', 'quite', 'right', 'basically', 'result', 'symptom', 'issue', 'suffered', 'basically', 'significant', 'side', 'effect']","['pill', 'taken', 'early', 'morning', 'empty', 'stomach', 'basically', 'prescription', 'iodine', 'hypothyroidism', 'basically', 'iodine', 'deficiency', 'symptom', 'experienced', 'basically', 'weight', 'gain', 'extreme', 'fatigue', 'taken', 'awhile', 'get', 'dosage', 'correct', 'switching', 'pharmacy', 'getting', 'different', 'drug', 'another', 'company', 'feel', 'maybe', 'another', 'blood', 'test', 'necessary', 'new', 'pill', 'effective', 'others', 'taking', '5', 'year']"
1789,citalopram,10,Highly Effective,Mild Side Effects,depression,"That I felt able to function.

The dose was perfect for my condition.

Felt more calm and moods much better.","mild headache at the start, and loss of appetite.","citalopram has made it possible for me to feel good whilst coping with depression. My only concern, like with any medication is becoming dependent.","['felt', 'able', 'function', 'dose', 'wa', 'perfect', 'condition', 'felt', 'calm', 'mood', 'much', 'better']","['mild', 'headache', 'start', 'loss', 'appetite']","['citalopram', 'ha', 'made', 'possible', 'feel', 'good', 'whilst', 'depression', 'concern', 'like', 'medication', 'becoming', 'dependent']"
2112,renova,2,Marginally Effective,Severe Side Effects,aging,"smoother cheeks, skin, No other benefits.","red bumps, scaley dryness, breakouts around nose and chin, rash on neck and chest. Did not like the smell of the product. Took months to reverse the rash around nose and on chin. Had to try numerous other products to reverse side effects. Skin became extremely sensitive to all other products.",use 1 x / day--stopped use. Easy to use.,"['smoother', 'cheek', 'skin', 'benefit']","['red', 'bump', 'dryness', 'breakout', 'around', 'nose', 'chin', 'rash', 'neck', 'chest', 'like', 'smell', 'product', 'took', 'month', 'rash', 'around', 'nose', 'chin', 'try', 'numerous', 'product', 'side', 'effect', 'skin', 'became', 'extremely', 'sensitive', 'product']","['use', '1', 'x', 'day', 'stopped', 'use', 'easy', 'use']"
3941,prilosec,6,Highly Effective,Moderate Side Effects,heartburn,It reduced the amount of acid that my stomach produced and therefore allowed my stomach and esophagus to heal to some degree. I also took it for years to control my regular acid reflux problems.,"I developed joint pains and arthritis as well as constipation, stomach aches, and overall reduced health.",Eventually my body was so used to the Prilosec that it was almost impossible to get off. My body was working very hard to produce enough acid for protein digestion that whenever I stopped taking Prilosec there would be a huge backlash of extreme acid production.,"['reduced', 'amount', 'acid', 'stomach', 'produced', 'therefore', 'allowed', 'stomach', 'esophagus', 'heal', 'degree', 'also', 'took', 'year', 'control', 'regular', 'acid', 'reflux', 'problem']","['developed', 'joint', 'pain', 'arthritis', 'well', 'constipation', 'stomach', 'ache', 'overall', 'reduced', 'health']","['eventually', 'body', 'wa', 'used', 'prilosec', 'wa', 'almost', 'impossible', 'get', 'body', 'wa', 'working', 'hard', 'produce', 'enough', 'acid', 'digestion', 'whenever', 'stopped', 'taking', 'prilosec', 'would', 'huge', 'extreme', 'acid', 'production']"
1536,levitra,8,Moderately Effective,No Side Effects,erectile dysfunction,"Had to take an extra 1/2 pill in addition to prescribed dose of 1/2 pill per event, usually night before in order to achieve satisfactory benefit of performance.  Previously used another brand but was discontinued by HMO.  Much depends on regular exercise & regular sleep activities to be effective.",None discerned.,Take prescribed dosage about one-half to one hour prior to sexual activity.,"['take', 'extra', '1', '2', 'pill', 'addition', 'prescribed', 'dose', '1', '2', 'pill', 'per', 'event', 'usually', 'night', 'order', 'benefit', 'previously', 'used', 'another', 'brand', 'wa', 'discontinued', 'much', 'regular', 'exercise', 'regular', 'sleep', 'activity', 'effective']",['none'],"['take', 'prescribed', 'dosage', 'one', 'half', 'one', 'hour', 'prior', 'sexual', 'activity']"
349,neurontin,4,Moderately Effective,Moderate Side Effects,perepheral neuropathy,"BENRFITS OF TREATMENT: Unsure - My legs ache. I don't remember ever having any real pain, other than an annoying ache in both legs. I feel as though I am walking in wet fishing boots.  There is a buzzing in my legs and feet. It has over the past several years crept up from my ankles to above my knees. With all this I do very well walking a slow pace - sometimes like a drunken Sailor. I walk down 101 stairs  tale a short walk and come back up 2 at a time (slowly) holding onto a rail (now).","Side Effects:: Memory and problem solving - Constant tiredness, lack of interest. Hard to concentrate on necessary Paperwork - i.e. Taxes (TurboTax) Last year I had no problem with concentrating or filling in the forms on the program. Now I have a hard time even sitting down to do it. I was motivated - now I've lost the drive to get the job done - and I know I have to do it. I have trouble understanding. I used to look forward to using TurboTax - what I understood last year I can't seem to follow this year.","Treatment Details: Take 1 Gaberpentin capsule (300MG) by mouth three times a day. Morning about breakfast time, Noon before lunch and night after dinner. 1 Unithroid Tab. (1000 MCG) before breakfast. Metformin (850MG) 2 times a day. Morning and night. FLOMAX (0.4 MG) at night after dinner. Aricept (10MG) tab at night after dinner.","['treatment', 'leg', 'ache', 'remember', 'ever', 'real', 'pain', 'annoying', 'ache', 'leg', 'feel', 'though', 'walking', 'leg', 'foot', 'ha', 'past', 'several', 'year', 'ankle', 'knee', 'well', 'walking', 'slow', 'sometimes', 'like', 'walk', 'short', 'walk', 'come', 'back', '2', 'time', 'slowly']","['side', 'effect', 'memory', 'problem', 'constant', 'tiredness', 'lack', 'interest', 'hard', 'concentrate', 'necessary', 'e', 'last', 'year', 'problem', 'concentrating', 'form', 'hard', 'time', 'even', 'sitting', 'wa', 'lost', 'drive', 'get', 'job', 'done', 'know', 'trouble', 'used', 'look', 'using', 'last', 'year', 'cannot', 'seem', 'follow', 'year']","['treatment', 'detail', 'take', '1', 'capsule', '300mg', 'mouth', 'three', 'time', 'day', 'morning', 'breakfast', 'time', 'noon', 'lunch', 'night', 'dinner', '1', 'tab', '1000', 'mcg', 'breakfast', 'metformin', '2', 'time', 'day', 'morning', 'night', '0', '4', 'mg', 'night', 'dinner', 'aricept', '10mg', 'tab', 'night', 'dinner']"
1956,lyrica,1,Ineffective,Extremely Severe Side Effects,fibromyalgia,None!,"I was extremely tired both 1 month times I tried this! I already was tired from FMS and this more than doubled. I had no relief of aches or pain! Nothing! But, I wanted to try it the second time just to be sure.



Well, I am going to try it again. Gluton for punishment? NO! I want to find something to HELP Me! I want a better life without pain or less pain. But I don't want to be so tired I go from the couch to the bed all day long. 



This Fibromyalgia was a blow to My active life and I want it back!!  So I'll write another review after this 3rd try of Lyrica!!",See above,['none'],"['wa', 'extremely', 'tired', '1', 'month', 'time', 'tried', 'already', 'wa', 'tired', 'doubled', 'relief', 'ache', 'pain', 'nothing', 'wanted', 'try', 'second', 'time', 'sure', 'well', 'going', 'try', 'want', 'find', 'something', 'help', 'want', 'better', 'life', 'without', 'pain', 'le', 'pain', 'want', 'tired', 'go', 'bed', 'day', 'long', 'wa', 'active', 'life', 'want', 'back', 'another', 'review', '3rd', 'try', 'lyrica']",['see']
2724,elavil,8,Highly Effective,Moderate Side Effects,insomnia - early awakening,restful sleep,"carbohydrate cravings leading to overeating and overweight.  I also tended to always needto increase the dose over the years. When I started using this drug, I was given a 50mg dose hs.  I developed a tolerance and the dose needed to be increased until it reached 300mg.",I was refered to a pharmacology specialist to see how I could be weaned off such a large dose in order to help control my weight because of the triggering of the carbohydrate cravings for which elavil is well known for.  I have partiall been switched to topamax( 150mg hs with 225mg elavil hs) and I almost immediately lost 15lbs),"['restful', 'sleep']","['carbohydrate', 'craving', 'leading', 'overeating', 'also', 'always', 'increase', 'dose', 'year', 'started', 'using', 'drug', 'wa', 'given', '50mg', 'dose', 'h', 'developed', 'tolerance', 'dose', 'needed', 'increased', 'reached', '300mg']","['wa', 'specialist', 'see', 'could', 'weaned', 'large', 'dose', 'order', 'help', 'control', 'weight', 'triggering', 'carbohydrate', 'craving', 'elavil', 'well', 'known', 'switched', 'topamax', '150mg', 'h', 'elavil', 'h', 'almost', 'immediately', 'lost']"
549,aloprim,8,Highly Effective,Moderate Side Effects,gout,I would get painful swelling in my feet.  I could not even stand the bed sheet to touch my feet.  One time while on vacation I was swollen up to my knees.  The medication makes my life easier.  I don't have to worry that when I wake up I won't be able to walk around my house.  I rarely have any slight indication that the gout is going to be a problem.,None that I have noticed. I used to have painful swelling regularly and now I don't.,I just take one pill per day.  I take it every day as a prevention.  I think it controls the uric acid my body produces  too much of that causes the fluid retention and the swelling.,"['would', 'get', 'painful', 'swelling', 'foot', 'could', 'even', 'stand', 'bed', 'touch', 'foot', 'one', 'time', 'wa', 'swollen', 'knee', 'medication', 'make', 'life', 'easier', 'worry', 'wake', 'able', 'walk', 'around', 'house', 'rarely', 'slight', 'going', 'problem']","['none', 'noticed', 'used', 'painful', 'swelling', 'regularly']","['take', 'one', 'pill', 'per', 'day', 'take', 'every', 'day', 'prevention', 'think', 'control', 'acid', 'body', 'produce', 'much', 'cause', 'fluid', 'retention', 'swelling']"
1791,citalopram,1,Ineffective,Moderate Side Effects,depression,I felt that i did not feel any benefits from this drug.,"I felt more anxious than before starting on this medication, these effects lasted about ten days, i began having headaches which lasted about a week. I carried on taking citalopram for six weeks with no benefit, so my doctor increased the dose to 40mg daily. Four weeks later i decided to stop this medication as I felt like a zombie, as though my thoughts were on a go slow. I quit there and then, which i know is not advisable, but I just wanted to get this drug out of my system. The worst withdrawl symptom I had was the strange dreams/nightmares. I will never forget them, they were so vivid and funnily enough i had not had (remembered) any dreams for the previous five years.",Starting dose 20mg daily. Increased to 40mg daily after initial six weeks.,"['felt', 'feel', 'benefit', 'drug']","['felt', 'anxious', 'starting', 'medication', 'effect', 'lasted', 'ten', 'day', 'began', 'headache', 'lasted', 'week', 'carried', 'taking', 'six', 'week', 'benefit', 'doctor', 'increased', 'dose', 'daily', 'four', 'week', 'later', 'decided', 'stop', 'medication', 'felt', 'like', 'zombie', 'though', 'thought', 'go', 'slow', 'quit', 'know', 'wanted', 'get', 'drug', 'system', 'worst', 'withdrawl', 'symptom', 'wa', 'strange', 'dream', 'nightmare', 'never', 'forget', 'vivid', 'enough', 'dream', 'previous', 'five', 'year']","['starting', 'dose', '20mg', 'daily', 'increased', '40mg', 'daily', 'initial', 'six', 'week']"
1498,metrogel,4,Moderately Effective,Moderate Side Effects,rosacea,Sometimes lessoned redness,burning sensation on occasion,"Several years ago I was diagnosed with rosacea.  Metrogel was prescribed by my family doctor.  At the time I had oily skin.  It was prescribed to be used 2 times a day.  I was also told to use Cetaphil cleanser.  My rosacea symptoms were redness, burning skin that felt hot to the touch.  I used the Metrogel religiously as prescribed.  For the first 2 weeks, it burned on contact.  I hated it.  After awhile my skin started calming down and I stopped using the Metrogel.  Everytime my skin flared up I would use it again.  I'm using it right now.  I can't really say if the Metrogel helped at all.  Sometimes I think it is very irritating but I'm told to use it when necessary. Redness is sometimes better after use, but I don't know if it the result of the Metrogel.  I would like to find something better out there.","['sometimes', 'lessoned', 'redness']","['burning', 'sensation', 'occasion']","['several', 'year', 'ago', 'wa', 'diagnosed', 'rosacea', 'metrogel', 'wa', 'prescribed', 'family', 'doctor', 'time', 'oily', 'skin', 'wa', 'prescribed', 'used', '2', 'time', 'day', 'wa', 'also', 'told', 'use', 'cleanser', 'rosacea', 'symptom', 'redness', 'burning', 'skin', 'felt', 'hot', 'touch', 'used', 'metrogel', 'prescribed', 'first', '2', 'week', 'contact', 'hated', 'awhile', 'skin', 'started', 'stopped', 'using', 'metrogel', 'skin', 'would', 'use', 'using', 'right', 'cannot', 'really', 'say', 'metrogel', 'helped', 'sometimes', 'think', 'irritating', 'told', 'use', 'necessary', 'redness', 'sometimes', 'better', 'use', 'know', 'result', 'metrogel', 'would', 'like', 'find', 'something', 'better']"
228,wellbutrin-xl,7,Moderately Effective,Mild Side Effects,depression,"elevation of mood and clarity of thought.  Progress stalled out at 300 mg, but with increase to 450 mg can tell the difference.  I'm able to finally think and plan ahead and chip away at all the clutter I've not been able to deal with which accumulated while depressed.","none at 300 mg.  Possible tinnitus from increase to 450 mg, not evaluated by an audiologist yet though.  Did experience weight loss (7 lbs.) at 450 mg dosage.",Inital treatment included therapy and Lexapro in addition to Wellbutrin XL.  Now only on the Wellbutrin XL.  I see the psychiatrist every 4 months for re-evaluation.,"['elevation', 'mood', 'clarity', 'thought', 'progress', '300', 'mg', 'increase', 'mg', 'tell', 'difference', 'able', 'finally', 'think', 'plan', 'away', 'able', 'deal', 'depressed']","['none', '300', 'mg', 'possible', 'tinnitus', 'increase', 'mg', 'evaluated', 'yet', 'though', 'experience', 'weight', 'loss', '7', 'lb', 'mg', 'dosage']","['treatment', 'included', 'therapy', 'lexapro', 'addition', 'wellbutrin', 'xl', 'wellbutrin', 'xl', 'see', 'psychiatrist', 'every', '4', 'month', 'evaluation']"
37,zyprexa,3,Considerably Effective,Severe Side Effects,agitation management r/t lewy body syndrome  demen,The Zyprexa minimized agitative outbursts,"The pt developed severe ""gait freezing"" , gait shuffling, severe muscle weakness, and gereral stupor","Since many of these s/s are also s/s of the disease-Lewy Body Syndrome Demenia, it took research and experimentation by me and the MD to realize that it was the med adn not the disease in this case.  The pt has been taken off the drug and no longer has these pronounced s/s.","['minimized', 'outburst']","['pt', 'developed', 'severe', 'severe', 'muscle', 'weakness']","['since', 'many', 'also', 'disease', 'body', 'syndrome', 'took', 'research', 'md', 'realize', 'wa', 'med', 'disease', 'case', 'pt', 'ha', 'taken', 'drug', 'longer', 'ha', 'pronounced']"
1558,methotrexate,7,Considerably Effective,Moderate Side Effects,rhematory arthritis,This drug definitely helped control flares and joint stiffness. It also helped defeat the incredible amount of hives. Hives were completely controlled.,"Unfortunately, there were many side effects such as diarrhea, nausea, occasional vomiting, extreme fatigue, foggy mind. Bruising at the injection site was also very common.",One injection every week.,"['drug', 'definitely', 'helped', 'control', 'flare', 'joint', 'stiffness', 'also', 'helped', 'amount', 'hive', 'hive', 'completely', 'controlled']","['unfortunately', 'many', 'side', 'effect', 'diarrhea', 'nausea', 'occasional', 'vomiting', 'extreme', 'fatigue', 'foggy', 'mind', 'bruising', 'injection', 'site', 'wa', 'also', 'common']","['one', 'injection', 'every', 'week']"
4125,chantix,9,Highly Effective,Mild Side Effects,smoking cessation,Loss of the desire to smoke and eventually the cessation of smoking altogether.,Fatigue and gas.,Literature says that desire to smoke should cease after 2 weeks.  It took about 3 1/2 for me.  Chantix effectively helped me quit smoking without horrible withdrawals and side effects.  It has been 1 year and 4 months now.  I am completely free of cigarettes now.  Chantix was the only thing that helped.,"['loss', 'desire', 'smoke', 'eventually', 'cessation', 'smoking', 'altogether']","['fatigue', 'gas']","['say', 'desire', 'smoke', 'cease', '2', 'week', 'took', '3', '1', '2', 'chantix', 'effectively', 'helped', 'quit', 'smoking', 'without', 'horrible', 'withdrawal', 'side', 'effect', 'ha', '1', 'year', '4', 'month', 'completely', 'free', 'cigarette', 'chantix', 'wa', 'thing', 'helped']"
2061,prempro,10,Highly Effective,Mild Side Effects,menopause,daily hot flashes and night sweats are much less severe if any at all. sleep is less distrubed and mood swings are much less. i no longer feel enraged when i wake in the morning.  Depression is gone and i feel less tired (probably because i get more sleep).,none,prempro has saved my life,"['daily', 'hot', 'flash', 'night', 'sweat', 'much', 'le', 'severe', 'sleep', 'le', 'mood', 'swing', 'much', 'le', 'longer', 'feel', 'wake', 'morning', 'depression', 'gone', 'feel', 'le', 'tired', 'probably', 'get', 'sleep']",['none'],"['prempro', 'ha', 'saved', 'life']"
1284,provigil,4,Moderately Effective,Moderate Side Effects,anxiety and to avoid feeling misrable,none,"stomach bloating,tired feeling,hallucination and no sound sleep","I have been using modafinil since 5 days, 100mg for 3 days and 200 mg for 2 days along with citalopram 15(mg) as prescribed by my doc.Initially for 3 days (when I was on 100mg) it was ok,just slight irritability.But after taking 200mg felt the following-:



1.)Tired never before after 5hours



2.)Then began hallucination,felt like I am dreaming



3.) I became anxious,irritable and jittery feeling overcame me.



4.)Stomach bloating was so high that it bothered my heart a lot.



5.)Coudn't get a sound sleep.





Not sure whether this happened because of modafinil alone or the mixing of citalopram and modafinil. But it sure did bother me.",['none'],"['stomach', 'bloating', 'tired', 'feeling', 'hallucination', 'sound', 'sleep']","['using', 'since', '5', 'day', '100mg', '3', 'day', '200', 'mg', '2', 'day', 'along', 'citalopram', '15', 'mg', 'prescribed', 'doc', 'initially', '3', 'day', 'wa', '100mg', 'wa', 'ok', 'slight', 'irritability', 'taking', '200mg', 'felt', 'following', '1', 'tired', 'never', '2', 'began', 'felt', 'like', '3', 'became', 'anxious', 'irritable', 'jittery', 'feeling', '4', 'stomach', 'wa', 'high', 'bothered', 'heart', 'lot', '5', 'get', 'sound', 'sleep', 'sure', 'whether', 'happened', 'alone', 'citalopram', 'sure', 'bother']"
235,wellbutrin-xl,9,Considerably Effective,Mild Side Effects,depression,"Greatly benefitted depression. I started to take this just before my child was born, having had post partum depression with another baby, and I was anticipating my life to be at least as hectic, if not more hectic, when this child was born as when the older child was born. I was very  pleased with the antidepressant effects. I never experienced any depression at all once this baby was born. I did not experience hypomania like I did with sertraline, which was a huge concern of mine. I just did not become depressed when this baby was born.","Wellbutrin can make me feel anxious, which is why I have a prescription for clonazepam whenever I am taking wellbutrin. The worst side effect was the cost. I have no health insurance and wellbutrin xl is very expensive. I did not notice weight loss, as some others have, nor did I ever notice an increase in my libido. I tolerated it very well.","I started to take wellbutrin xl at about six months of pregnancy and continued for approx six months, when the baby was about three months old. I usually took it in the morning, but often times forgot and took it later in the day. None of this seemed to affect how well it worked. Were it not for the fact that it is so expensive and that it can be toxic to the body, I would take it every day. 



(Please do not reveal my email address. I really value my privacy. Thank you.)","['greatly', 'depression', 'started', 'take', 'child', 'wa', 'born', 'post', 'depression', 'another', 'baby', 'wa', 'life', 'least', 'child', 'wa', 'born', 'older', 'child', 'wa', 'born', 'wa', 'pleased', 'antidepressant', 'effect', 'never', 'experienced', 'depression', 'baby', 'wa', 'born', 'experience', 'hypomania', 'like', 'wa', 'huge', 'concern', 'become', 'depressed', 'baby', 'wa', 'born']","['wellbutrin', 'make', 'feel', 'anxious', 'prescription', 'whenever', 'taking', 'wellbutrin', 'worst', 'side', 'effect', 'wa', 'cost', 'health', 'insurance', 'wellbutrin', 'notice', 'weight', 'loss', 'others', 'ever', 'notice', 'increase', 'libido', 'tolerated', 'well']","['started', 'take', 'wellbutrin', 'xl', 'six', 'month', 'pregnancy', 'continued', 'approx', 'six', 'month', 'baby', 'wa', 'three', 'month', 'old', 'usually', 'took', 'morning', 'often', 'time', 'forgot', 'took', 'later', 'day', 'none', 'seemed', 'affect', 'well', 'worked', 'fact', 'expensive', 'toxic', 'body', 'would', 'take', 'every', 'day', 'please', 'address', 'really', 'value', 'thank']"
4065,mobic,6,Ineffective,Mild Side Effects,arthritis/knee pain,"quite effective without the adverse effects of aspirin, naproxin etc.

because of the reported side effects of cox2  meds i take as little as possible to maintain a reletively comfortable exixtence",only side effect was  sore tummy on the odd occasion i took it without food,i take 1x 7.5 tablet every other day plus omega 3/6/9 and halibut liver oil caps and walk as much as possible. I only resort to 1 tablet daily if knee is really bad. 15mg daily and i am pain free but i am not prepared to risk the side effects on an otherwise healthy  body,"['quite', 'effective', 'without', 'adverse', 'effect', 'aspirin', 'etc', 'reported', 'side', 'effect', 'med', 'take', 'little', 'possible', 'maintain', 'comfortable']","['side', 'effect', 'wa', 'sore', 'tummy', 'odd', 'occasion', 'took', 'without', 'food']","['take', '1x', '7', '5', 'tablet', 'every', 'day', 'plus', '3', '6', '9', 'liver', 'oil', 'cap', 'walk', 'much', 'possible', 'resort', '1', 'tablet', 'daily', 'knee', 'really', 'bad', '15mg', 'daily', 'pain', 'free', 'prepared', 'risk', 'side', 'effect', 'otherwise', 'healthy', 'body']"
2531,lamisil,10,Highly Effective,No Side Effects,fungal growth on feet,"After having tried several over the counter treatments for this condition, this treatment was the only one that effectively treated the condition.  The itching and discoloration began to dissipate after a few days and symptoms were completely gone after two weeks.",none,As recommended by my doctor I continued the treatment for two weeks after the symptoms had disappeared.  The cream was applied liberally to affected areas twice a day.  I would recommend this treatment to anyone with persistent fugal skin growth.,"['tried', 'several', 'counter', 'treatment', 'condition', 'treatment', 'wa', 'one', 'effectively', 'treated', 'condition', 'itching', 'discoloration', 'began', 'day', 'symptom', 'completely', 'gone', 'two', 'week']",['none'],"['recommended', 'doctor', 'continued', 'treatment', 'two', 'week', 'symptom', 'disappeared', 'cream', 'wa', 'applied', 'affected', 'area', 'twice', 'day', 'would', 'recommend', 'treatment', 'anyone', 'skin', 'growth']"
3885,abilify,6,Considerably Effective,No Side Effects,depression,I've only been on it for a week but I've noticed a change already. I am more awake and it seems as though a fog has been lifted. I am thinking more clearly and don't feel so down.,None so far.,My doctor added Abilify to my 60 mg of Cymbalta because I was feeling really fatigued and unable to function.,"['week', 'noticed', 'change', 'already', 'awake', 'seems', 'though', 'fog', 'ha', 'lifted', 'thinking', 'clearly', 'feel']","['none', 'far']","['doctor', 'added', 'abilify', '60', 'mg', 'cymbalta', 'wa', 'feeling', 'really', 'fatigued', 'unable', 'function']"
1230,ultracet,5,Considerably Effective,Moderate Side Effects,herniated disk in my lower back,reduces pain,"constipation, high feeling, loss of mental skills. I had a minor operation on my foot and sufered a servere reaction to the anesthesia. they could not wake me up for 2 days. during this time i also had seizures.",i began using this medication for back pain over a year ago.,"['reduces', 'pain']","['constipation', 'high', 'feeling', 'loss', 'mental', 'skill', 'minor', 'operation', 'foot', 'reaction', 'could', 'wake', '2', 'day', 'time', 'also', 'seizure']","['began', 'using', 'medication', 'back', 'pain', 'year', 'ago']"
